<<<<<<< HEAD
DiedBecause,PlayTime,KillSpider,KillSlime,P1SpiderShooted,P1SpiderHit,P1SlimeHit,P1BubbleTimes,P2SpiderShooted,P2SpiderHit,P2SlimeHit,P2BubbleTimes
Distance,3 : 55,19,0,36,14,0,0,46,21,0,0
SpiderShoot,0 : 10,0,0,1,0,0,0,1,0,0,0
Distance,0 : 31,0,0,0,0,0,0,0,0,0,0
SpiderShoot,5 : 52,30,0,14,11,1,3,14,6,0,0
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
SpiderShoot,1 : 15,0,0,5,0,0,0,8,0,0,0
Distance,0 : 31,0,0,0,0,0,0,0,0,0,0
Distance,0 : 14,0,0,0,0,0,0,0,0,0,0
Distance,0 : 18,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 19,0,0,0,0,0,0,0,0,0,0
Distance,0 : 53,0,0,0,0,0,0,0,0,0,0
Distance,0 : 11,0,0,0,0,0,0,0,0,0,0
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
Distance,0 : 14,0,0,0,0,0,0,0,0,0,0
Distance,0 : 32,0,0,0,0,0,0,0,0,0,0
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
SpiderHit,0 : 57,0,0,2,3,0,0,4,3,1,0
Distance,1 : 35,7,0,5,1,1,0,4,0,0,0
Distance,0 : 20,0,0,0,0,0,0,0,0,0,0
Distance,0 : 19,0,0,0,0,0,0,0,0,0,0
Distance,0 : 33,0,0,0,0,0,0,0,0,0,0
Distance,1 : 23,0,0,0,0,0,0,0,0,0,0
Distance,0 : 42,0,0,0,0,0,0,0,0,0,0
Distance,1 : 24,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,1 : 47,0,0,0,0,0,0,0,0,0,0
SpiderShoot,1 : 45,21,0,5,5,2,0,5,4,0,0
SpiderShoot,0 : 28,0,0,1,0,0,0,2,0,0,0
SpiderShoot,0 : 31,0,0,3,0,0,0,1,0,0,1
SpiderShoot,1 : 16,2,0,2,0,0,0,4,1,0,0
SpiderShoot,0 : 20,2,0,1,1,0,0,1,1,1,0
SpiderShoot,1 : 12,1,0,8,2,0,0,4,2,0,0
SpiderHit,0 : 38,1,0,3,2,0,1,0,1,0,0
SpiderHit,0 : 42,12,0,0,2,0,0,3,2,0,0
SpiderShoot,0 : 19,0,0,1,0,0,0,2,0,0,0
SpiderHit,0 : 36,0,0,0,1,0,1,6,1,0,0
Distance,0 : 24,0,0,2,0,0,2,2,2,0,0
Distance,2 : 40,16,0,2,3,1,0,9,1,0,0
SpiderShoot,1 : 15,2,0,2,4,0,0,4,1,0,0
SpiderShoot,2 : 17,7,0,11,6,0,1,7,6,0,0
SpiderShoot,1 : 8,0,0,0,1,0,0,6,0,0,0
Distance,3 : 15,10,0,16,10,4,0,3,1,0,0
SpiderShoot,0 : 23,0,0,4,1,0,0,1,1,0,0
SpiderShoot,0 : 27,0,0,2,2,0,0,3,0,0,0
SpiderHit,0 : 14,0,0,1,1,0,0,1,1,0,0
SpiderShoot,1 : 0,1,0,4,1,0,0,1,0,1,0
SpiderHit,0 : 52,7,0,0,1,1,0,6,2,0,0
SpiderShoot,1 : 38,9,0,3,1,0,0,4,1,0,0
Distance,1 : 38,12,0,5,6,1,0,4,1,0,0
Distance,2 : 24,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 51,0,0,0,0,0,0,0,0,0,0
Distance,0 : 43,0,0,0,0,0,0,0,0,0,0
Distance,1 : 20,0,0,0,0,0,0,0,0,0,0
Distance,0 : 31,0,0,0,0,0,0,0,0,0,0
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
Distance,0 : 44,0,0,0,0,0,0,0,0,0,0
Distance,0 : 30,0,0,0,0,0,0,0,0,0,0
Distance,0 : 36,0,0,0,0,0,0,0,0,0,0
Distance,0 : 14,0,0,0,0,0,0,0,0,0,0
Distance,5 : 16,0,0,0,0,0,0,0,0,0,0
Distance,0 : 22,0,0,0,0,0,0,0,0,0,0
Distance,0 : 50,0,0,0,0,0,0,0,0,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,0 : 41,0,0,0,0,0,0,0,0,0,0
Distance,0 : 34,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
SpiderHit,0 : 46,3,0,1,1,0,0,2,2,2,0
SpiderShoot,0 : 23,0,0,2,0,0,0,1,0,0,0
SpiderShoot,0 : 26,0,0,0,1,0,0,1,0,0,0
Distance,1 : 58,4,0,2,2,1,2,3,1,0,2
Distance,1 : 23,7,0,2,1,0,0,0,2,0,0
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
Distance,0 : 12,0,0,0,0,0,0,0,0,0,0
Distance,0 : 26,0,0,0,0,0,0,0,0,0,0
Distance,0 : 26,0,0,0,0,0,0,0,0,0,0
Distance,1 : 2,0,0,0,0,0,0,0,0,0,0
Distance,1 : 0,0,0,0,0,0,0,0,0,0,0
SpiderHit,0 : 20,0,0,0,0,0,0,1,1,0,0
SpiderHit,0 : 57,0,0,1,0,0,0,1,2,0,0
SpiderShoot,1 : 4,4,0,3,2,1,0,3,0,1,0
SpiderHit,1 : 17,20,0,12,3,1,0,2,3,0,0
Distance,2 : 2,12,0,4,4,0,0,5,0,1,0
Distance,0 : 50,0,0,0,0,0,0,0,0,0,0
Distance,0 : 20,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 30,0,0,1,0,0,0,2,0,0,0
Distance,0 : 21,0,0,0,0,0,0,0,0,0,0
Distance,0 : 16,0,0,0,0,0,0,0,0,0,0
Distance,0 : 21,0,0,0,0,0,0,0,0,0,0
Distance,0 : 13,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 14,0,0,0,0,0,0,0,0,0,0
Distance,0 : 44,0,0,0,0,0,0,0,0,0,0
Distance,0 : 55,0,0,0,0,0,0,0,0,0,0
Distance,0 : 43,0,0,0,0,0,0,0,0,0,0
Distance,0 : 36,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 54,11,0,2,2,1,1,7,3,1,0
Distance,3 : 29,24,0,6,5,2,0,7,6,3,0
Distance,2 : 18,0,0,0,0,0,0,0,0,0,0
Distance,4 : 1,0,0,0,0,0,0,0,0,0,0
Distance,1 : 12,0,0,0,0,0,0,0,0,0,0
Distance,7 : 3,16,0,9,5,1,0,12,10,0,0
Distance,1 : 35,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 19,0,0,0,0,0,0,1,0,0,0
Distance,0 : 22,0,0,2,0,0,0,0,0,0,0
SpiderShoot,1 : 23,5,0,6,1,2,1,7,3,0,0
SpiderShoot,2 : 11,8,0,15,9,3,3,13,10,0,3
Distance,1 : 9,5,0,7,2,1,0,1,2,0,0
Distance,2 : 10,22,0,5,7,3,0,5,4,2,0
SpiderShoot,4 : 59,17,0,22,7,3,2,13,9,0,5
Distance,5 : 48,29,0,13,5,3,1,12,15,1,1
Distance,5 : 8,15,0,8,6,1,0,14,7,1,1
SpiderHit,2 : 7,9,0,5,3,2,0,8,6,1,0
SpiderHit,0 : 28,2,0,5,3,0,0,0,3,0,0
SpiderHit,3 : 33,6,0,6,8,0,0,16,13,0,0
SpiderShoot,0 : 58,0,0,5,3,0,1,20,0,0,1
Distance,0 : 31,0,0,0,0,0,0,0,0,0,0
Distance,1 : 44,8,0,6,3,1,0,2,3,0,0
Distance,2 : 48,15,0,1,2,0,0,3,2,1,1
Distance,0 : 42,0,0,0,0,0,0,0,0,0,0
Distance,3 : 53,19,0,8,10,3,0,6,7,1,0
Distance,0 : 39,0,0,0,0,0,0,0,0,0,0
Distance,3 : 31,0,0,0,0,0,0,0,0,0,0
Distance,3 : 35,0,0,0,0,0,0,0,0,0,0
Distance,2 : 9,0,0,0,0,0,0,0,0,0,0
Distance,1 : 15,0,0,0,0,0,0,0,0,0,0
Distance,6 : 2,29,0,10,10,1,0,13,8,2,0
Distance,5 : 45,41,0,12,2,3,1,2,5,0,0
SpiderShoot,1 : 27,9,0,5,1,0,0,10,0,3,0
Distance,10 : 59,11,0,10,6,0,2,6,8,1,0
SpiderShoot,1 : 35,10,0,2,1,1,0,7,4,1,0
Distance,5 : 22,23,0,11,8,0,0,8,3,0,0
Distance,6 : 2,11,0,5,7,0,0,14,10,2,1
Distance,6 : 29,9,0,14,17,0,3,16,9,0,2
SpiderShoot,0 : 44,4,0,5,0,0,0,1,2,1,0
Distance,4 : 21,27,0,17,7,0,1,15,6,2,0
SpiderHit,3 : 35,8,0,22,6,0,0,20,5,1,0
Distance,0 : 42,0,0,1,1,0,0,0,0,0,0
Distance,0 : 50,4,0,6,0,0,0,7,3,0,0
Distance,6 : 26,60,0,10,7,2,1,24,13,3,3
SpiderShoot,1 : 58,0,0,3,1,0,1,3,0,0,0
SpiderHit,3 : 12,20,0,1,4,1,1,8,4,2,1
Distance,1 : 22,0,0,0,0,2,0,0,0,0,0
Distance,5 : 39,12,0,8,2,0,0,7,2,1,1
Distance,6 : 28,39,0,12,15,3,0,10,20,2,0
SpiderShoot,2 : 11,13,0,4,3,0,0,3,2,1,3
Distance,5 : 17,33,0,21,16,0,0,10,7,2,0
SpiderShoot,1 : 6,3,0,8,4,0,0,2,2,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,0 : 43,0,0,2,3,0,0,4,2,0,0
SpiderHit,3 : 12,10,0,18,4,0,0,9,6,2,2
SpiderHit,1 : 50,8,0,6,7,0,0,10,8,0,0
SpiderShoot,1 : 6,10,0,3,2,0,0,5,3,1,0
Distance,4 : 4,11,0,16,11,1,3,13,11,2,4
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
SpiderShoot,1 : 35,8,0,5,0,2,0,7,2,0,0
SpiderHit,1 : 6,0,0,7,3,0,0,1,1,0,0
Distance,0 : 14,0,0,0,0,0,0,0,0,0,0
Distance,0 : 25,1,0,0,0,0,0,2,0,0,0
SpiderShoot,0 : 30,0,0,7,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 24,0,0,0,0,0,0,0,0,0,0
Distance,1 : 27,0,0,0,2,0,3,1,0,0,1
Distance,1 : 41,0,0,0,2,0,3,1,0,0,1
Distance,1 : 55,0,0,0,2,0,3,1,0,0,1
SpiderShoot,0 : 31,2,0,3,0,0,0,2,3,0,0
SpiderHit,1 : 21,3,0,6,5,1,0,3,1,0,0
SpiderShoot,5 : 36,33,0,19,18,1,5,11,6,1,0
Distance,1 : 0,0,0,0,0,0,0,0,0,0,0
Distance,3 : 13,9,0,4,5,1,1,6,6,1,2
Distance,0 : 38,0,0,0,0,0,0,0,0,0,0
Distance,0 : 39,0,0,0,0,0,0,0,0,0,0
Distance,4 : 34,37,0,4,4,2,0,14,8,2,0
Distance,0 : 9,0,0,0,0,0,0,0,0,0,0
Distance,0 : 31,0,0,0,0,0,0,0,0,0,0
Distance,0 : 25,0,0,0,0,0,0,0,0,0,0
Distance,0 : 16,0,0,0,0,0,0,0,0,0,0
Distance,0 : 9,0,0,0,0,0,0,0,0,0,0
Distance,0 : 34,0,0,0,0,0,0,0,0,0,0
Distance,1 : 25,2,0,4,5,0,0,2,2,0,0
SpiderShoot,3 : 14,7,0,7,5,0,0,13,4,1,0
SpiderShoot,12 : 8,10,0,9,5,0,0,6,2,0,0
Distance,0 : 25,0,0,0,0,0,0,0,0,0,0
Distance,0 : 39,0,0,0,0,0,0,0,0,0,0
Distance,0 : 26,0,0,0,0,0,0,0,0,0,0
Distance,0 : 25,0,0,0,0,0,0,0,0,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,0 : 45,0,0,0,0,0,0,0,0,0,0
Distance,0 : 18,0,0,0,0,0,0,0,0,0,0
Distance,0 : 8,0,0,0,0,0,0,0,0,0,0
Distance,0 : 14,0,0,0,0,0,0,0,0,0,0
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
Distance,0 : 38,0,0,0,0,0,0,0,0,0,0
Distance,0 : 10,0,0,0,0,0,0,0,0,0,0
Distance,0 : 8,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 59,1,0,1,0,0,0,7,0,0,0
Distance,1 : 42,0,0,5,0,0,0,6,0,0,0
SpiderShoot,1 : 41,0,0,4,0,0,1,5,0,0,0
Distance,0 : 57,1,0,7,0,0,0,4,0,0,0
SpiderShoot,1 : 3,0,0,7,0,0,0,2,0,0,0
SpiderShoot,1 : 21,3,0,5,4,1,0,8,3,1,0
Distance,0 : 57,0,0,0,0,0,0,0,0,0,0
Distance,0 : 48,0,0,0,0,0,0,0,0,0,0
Distance,1 : 24,0,0,0,0,0,0,0,0,0,0
Distance,1 : 38,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 40,3,0,2,1,0,0,2,2,1,0
SpiderShoot,1 : 2,0,0,12,5,0,0,3,2,0,0
SpiderShoot,0 : 37,8,0,2,2,0,0,5,1,1,1
SpiderHit,0 : 16,0,0,1,1,0,0,3,1,0,0
SpiderHit,0 : 31,2,0,7,3,1,0,2,3,0,0
SpiderShoot,2 : 7,7,0,4,1,0,0,1,2,0,0
SpiderShoot,1 : 2,1,0,5,1,0,1,6,2,0,1
Distance,2 : 51,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 53,1,0,4,2,0,1,3,3,0,0
SpiderShoot,1 : 54,10,0,6,7,0,1,4,4,0,0
SpiderHit,2 : 23,10,0,14,8,0,1,5,4,0,0
SpiderShoot,3 : 11,27,0,18,9,1,1,9,5,0,0
SpiderShoot,3 : 36,27,0,20,11,1,1,10,5,0,0
SpiderShoot,4 : 17,39,0,24,11,2,1,12,5,0,0
SpiderHit,0 : 56,6,0,2,4,0,0,1,3,1,0
SpiderShoot,2 : 46,17,0,6,8,1,0,3,4,1,0
Distance,4 : 13,0,0,3,0,0,0,7,0,0,0
Distance,4 : 22,2,0,9,0,0,0,10,0,0,0
Distance,2 : 4,0,0,0,0,0,0,0,0,0,0
Distance,2 : 2,0,0,0,0,0,0,0,0,0,0
SpiderShoot,2 : 33,12,0,9,0,0,0,14,1,1,0
SpiderShoot,1 : 16,0,0,7,3,0,0,3,5,0,0
SpiderShoot,0 : 30,0,0,1,1,0,0,2,3,0,0
Distance,0 : 19,0,0,0,0,0,0,0,0,0,0
Distance,2 : 47,0,0,0,0,0,0,0,0,0,0
Distance,1 : 34,0,0,0,0,0,0,0,0,0,0
Distance,0 : 52,0,0,0,0,0,0,0,0,0,0
Distance,3 : 17,0,0,0,0,0,0,0,0,0,0
SpiderShoot,1 : 51,2,0,1,0,1,0,3,1,0,0
SpiderShoot,2 : 53,10,0,16,4,0,0,10,3,1,0
Distance,8 : 0,15,0,17,2,0,0,7,5,1,0
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
Distance,0 : 30,0,0,0,0,0,0,0,0,0,0
Distance,0 : 39,0,0,0,0,0,0,0,0,0,0
Distance,0 : 19,0,0,0,0,0,0,0,0,0,0
Distance,0 : 43,0,0,0,0,0,0,0,0,0,0
Distance,3 : 21,0,0,0,0,0,0,0,0,0,0
Distance,1 : 19,0,0,0,0,0,0,0,0,0,0
Distance,1 : 2,0,0,0,0,0,0,0,0,0,0
Distance,1 : 41,0,0,0,0,0,0,0,0,0,0
Distance,0 : 55,0,0,0,0,0,0,0,0,0,0
Distance,2 : 35,9,0,14,9,1,0,13,2,0,0
Distance,1 : 2,6,0,5,3,1,0,5,1,0,0
SpiderHit,1 : 25,3,0,16,10,1,0,1,1,0,0
Distance,2 : 40,0,0,0,0,0,0,0,0,0,0
Distance,4 : 27,0,0,0,0,0,0,0,0,0,0
Distance,1 : 51,0,0,0,0,0,2,3,1,0,0
SpiderShoot,4 : 6,0,0,4,1,0,2,12,4,0,0
SpiderHit,5 : 13,11,0,11,7,0,2,18,4,0,0
SpiderShoot,7 : 25,29,0,18,8,0,3,25,6,0,0
SpiderHit,12 : 54,48,0,32,18,0,3,43,11,1,0
SpiderShoot,0 : 9,0,0,5,0,0,0,6,0,0,0
SpiderShoot,1 : 29,1,0,3,0,0,0,3,0,0,0
Distance,1 : 49,0,0,2,0,0,0,5,0,0,0
Distance,3 : 26,3,0,2,0,0,0,10,0,0,0
Distance,1 : 3,0,0,0,0,0,0,0,0,0,0
Distance,1 : 54,0,0,0,0,0,0,0,0,0,0
Distance,0 : 55,0,0,0,0,0,0,0,0,0,0
Distance,2 : 43,0,0,0,0,0,0,0,0,0,0
Distance,0 : 12,0,0,0,0,0,0,0,0,0,0
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
Distance,1 : 47,2,0,0,0,0,2,0,0,0,0
Distance,0 : 28,0,0,0,0,0,0,0,0,0,0
Distance,1 : 2,0,0,0,0,0,0,0,0,0,0
Distance,0 : 26,0,0,0,0,0,0,0,0,0,0
Distance,0 : 28,0,0,0,0,0,0,0,0,0,0
Distance,0 : 42,0,0,0,0,0,0,0,0,0,0
Distance,0 : 56,0,0,3,0,0,0,1,0,0,0
Distance,0 : 54,4,0,0,0,3,0,3,0,0,0
Distance,1 : 7,4,0,0,0,3,0,3,0,0,0
Distance,0 : 52,0,0,0,0,0,0,0,0,0,0
Distance,1 : 7,1,0,0,0,0,0,0,0,0,0
Distance,1 : 23,0,0,1,0,0,0,0,0,0,0
Distance,1 : 3,0,0,1,0,0,0,0,0,0,0
Distance,0 : 22,0,0,3,1,0,0,0,0,0,0
Distance,1 : 7,1,0,4,2,0,0,5,0,0,1
Distance,2 : 15,1,0,7,4,1,1,11,1,0,1
Distance,2 : 31,1,0,7,4,3,1,16,1,0,1
Distance,3 : 20,1,0,15,5,3,1,17,2,0,1
Distance,4 : 21,3,0,17,6,3,1,17,4,0,1
Distance,0 : 35,4,0,2,2,0,0,0,0,0,0
Distance,0 : 28,3,0,4,0,0,0,2,0,1,0
Distance,0 : 23,0,0,1,2,0,0,0,0,0,0
Distance,1 : 0,4,0,4,1,1,0,6,3,0,0
Distance,2 : 38,7,0,9,3,1,0,8,2,0,1
Distance,1 : 59,0,0,11,8,0,0,10,2,0,0
Distance,3 : 11,15,0,13,7,1,0,13,1,1,0
Distance,6 : 23,14,0,4,2,2,0,12,4,1,0
Distance,0 : 17,0,0,7,0,0,0,0,0,0,1
Distance,7 : 9,18,0,24,6,0,3,22,7,0,1
Distance,4 : 18,10,0,13,0,2,1,15,1,1,1
Distance,9 : 29,11,0,1,1,0,0,2,0,0,0
Distance,4 : 50,16,0,16,3,2,0,12,2,2,1
Distance,12 : 40,23,0,32,9,2,0,31,6,2,2
Distance,5 : 54,11,0,9,6,0,0,5,1,0,0
Distance,2 : 58,6,0,9,4,0,0,6,3,1,1
Distance,4 : 5,1,0,4,9,0,0,6,1,0,0
Distance,0 : 59,0,0,0,0,0,0,0,0,0,0
Distance,1 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
Distance,0 : 43,0,0,0,0,0,0,0,0,0,0
Distance,6 : 24,16,0,2,4,0,2,2,0,1,0
Distance,7 : 20,22,0,4,2,2,1,8,8,3,1
Distance,5 : 45,16,0,0,2,1,1,2,0,2,4
Distance,2 : 24,0,0,0,0,0,0,0,0,0,0
Distance,13 : 41,31,0,6,8,1,1,7,2,2,0
Distance,3 : 59,19,0,7,0,1,5,9,1,0,0
Distance,0 : 50,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,1 : 6,0,0,0,0,0,0,0,0,0,0
Distance,4 : 16,19,0,6,2,0,3,5,8,2,5
Distance,12 : 36,34,0,12,8,0,4,9,21,2,5
Distance,3 : 37,24,0,1,8,2,0,10,12,2,0
Distance,6 : 37,49,0,4,13,5,0,23,28,5,0
Distance,6 : 54,2,0,0,0,0,6,0,0,0,1
Distance,2 : 2,7,0,10,1,2,1,2,0,0,3
Distance,0 : 37,1,0,2,3,0,0,9,1,0,0
Distance,0 : 57,0,0,0,0,0,0,0,0,0,0
Distance,1 : 9,0,0,0,0,0,0,5,1,1,0
Distance,6 : 20,23,0,7,2,2,0,8,4,0,0
Distance,8 : 20,38,0,8,4,4,0,10,5,1,0
Distance,15 : 39,55,0,11,7,4,0,14,6,1,1
Distance,24 : 27,72,0,12,8,4,0,18,7,5,4
Distance,14 : 15,18,0,6,2,1,1,4,4,0,0
Distance,10 : 15,29,0,9,5,2,0,7,3,1,3
Distance,1 : 4,0,0,0,0,0,0,2,0,0,0
Distance,0 : 32,0,0,0,0,0,0,0,0,0,0
Distance,3 : 53,4,0,2,0,1,0,2,1,0,0
Distance,6 : 33,5,0,2,0,1,0,2,1,0,0
Distance,1 : 18,0,0,0,0,0,0,0,0,0,0
Distance,3 : 12,0,0,0,0,0,0,0,0,0,0
Distance,3 : 56,4,0,3,0,1,0,1,1,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,2 : 7,0,0,0,0,0,0,0,0,0,0
Distance,2 : 45,0,0,0,0,0,0,0,0,0,0
Distance,3 : 17,0,0,0,0,0,0,0,0,0,0
Distance,5 : 5,0,0,0,0,0,0,0,0,0,0
Distance,8 : 11,0,0,0,0,0,0,0,0,0,0
Distance,4 : 21,0,0,0,0,0,0,0,0,0,0
Distance,8 : 28,19,0,12,1,1,2,10,7,2,2
Distance,25 : 19,16,0,2,1,2,0,6,4,2,0
Distance,36 : 37,42,0,12,5,2,0,16,8,6,0
Distance,48 : 1,75,0,17,9,2,0,20,10,7,0
Distance,2 : 25,0,0,0,0,0,0,0,0,0,0
Distance,2 : 47,0,0,0,0,0,0,0,0,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,0 : 41,0,0,0,0,0,0,0,0,0,0
Distance,0 : 49,0,0,0,0,0,0,0,1,0,0
Distance,0 : 33,0,0,0,0,0,0,0,0,0,0
Distance,2 : 27,8,0,0,0,0,0,0,4,0,0
Distance,4 : 8,4,0,3,4,0,0,3,4,0,0
Distance,2 : 6,2,0,2,2,0,0,1,0,0,0
Distance,8 : 42,4,0,2,3,0,0,1,0,0,0
Distance,0 : 30,0,0,0,0,0,0,0,0,0,0
Distance,2 : 3,0,0,6,1,0,2,0,0,0,0
Distance,0 : 22,0,0,0,0,0,0,0,0,0,0
Distance,0 : 24,0,0,0,0,0,0,4,0,0,0
Distance,0 : 41,0,0,0,0,0,0,0,0,0,0
Distance,0 : 27,0,0,2,0,0,0,0,0,0,0
Distance,0 : 55,0,0,2,0,0,0,0,0,0,0
Distance,0 : 30,0,0,0,0,0,0,0,0,0,0
Distance,4 : 17,20,0,3,1,0,0,6,2,1,0
Distance,1 : 51,0,0,0,0,0,0,0,0,0,0
Distance,4 : 0,2,0,0,0,0,0,2,1,1,0
Distance,11 : 51,24,0,12,5,1,1,10,4,5,1
Distance,0 : 30,0,0,1,0,0,0,0,0,0,0
Distance,0 : 33,0,0,0,0,0,0,0,0,0,0
Distance,0 : 34,0,0,0,0,0,0,0,0,0,0
Distance,1 : 9,0,0,0,0,0,0,0,0,0,0
Distance,9 : 20,14,0,2,2,0,0,6,0,1,1
Distance,4 : 35,8,0,5,2,3,0,2,1,3,0
Distance,3 : 28,15,0,1,1,1,0,2,0,1,0
Distance,1 : 57,1,0,1,2,0,0,1,2,2,0
Distance,3 : 38,0,0,2,1,0,0,6,0,0,1
Distance,9 : 3,0,0,0,0,0,2,0,0,0,6
Distance,1 : 51,4,0,6,0,0,1,9,5,2,0
Distance,1 : 0,5,0,1,3,2,0,2,3,2,0
SpiderHit,0 : 26,0,0,0,0,0,0,2,1,0,0
Distance,5 : 51,0,0,0,0,0,0,0,0,0,0
Distance,8 : 29,11,0,6,2,0,4,3,3,0,1
Distance,0 : 44,0,0,0,0,0,0,0,0,0,0
Distance,0 : 38,0,0,0,0,0,0,0,0,0,0
Distance,5 : 41,12,0,1,1,0,1,1,0,0,0
Distance,7 : 52,15,0,9,8,0,1,9,1,0,3
Distance,16 : 28,31,0,16,3,0,4,10,8,0,0
Distance,3 : 46,0,0,0,0,0,0,0,0,0,0
Distance,0 : 30,0,0,0,0,0,0,0,0,0,0
Distance,0 : 27,0,0,0,0,0,0,0,0,0,0
Distance,0 : 52,0,0,0,0,0,0,0,0,0,0
Distance,1 : 25,0,0,0,0,0,0,0,0,0,0
Distance,0 : 28,0,0,1,1,0,0,1,1,0,0
Distance,0 : 25,0,0,4,0,0,0,0,0,0,0
Distance,1 : 54,0,0,1,2,0,0,1,2,0,0
Distance,5 : 28,20,0,14,9,0,0,14,8,0,0
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
Distance,6 : 6,0,0,0,0,0,0,0,0,0,0
Distance,2 : 54,1,0,1,0,0,1,0,0,0,0
Distance,10 : 43,13,0,7,2,1,3,8,6,0,1
Distance,4 : 51,21,0,1,4,1,0,8,2,2,0
Distance,3 : 58,20,0,10,7,0,0,4,1,0,0
Distance,14 : 28,41,0,14,12,0,5,8,3,0,2
Distance,4 : 10,16,0,4,5,0,0,5,5,4,0
Distance,1 : 49,15,0,2,5,0,0,9,4,1,0
Distance,2 : 59,10,0,5,0,0,0,4,2,1,1
SpiderHit,20 : 43,49,0,9,7,0,1,6,3,3,1
Distance,0 : 28,0,0,0,0,0,0,0,0,0,0
Distance,3 : 57,8,0,2,4,1,0,0,2,0,1
Distance,18 : 23,33,0,18,12,4,3,7,5,0,1
Distance,5 : 1,9,0,2,3,0,0,3,3,0,1
Distance,11 : 9,28,0,9,3,0,0,10,8,1,1
Distance,15 : 51,42,0,20,8,0,2,22,12,1,4
Distance,3 : 48,10,0,12,3,0,0,5,2,0,0
Distance,16 : 15,26,0,19,5,0,1,14,4,0,0
Distance,3 : 10,17,0,5,6,2,0,2,2,0,0
Distance,10 : 37,23,0,2,1,0,0,5,4,2,0
Distance,18 : 39,50,0,3,2,0,1,5,6,6,1
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
SpiderShoot,0 : 26,0,0,0,0,0,0,4,0,0,0
Distance,1 : 22,0,0,0,0,0,0,0,0,0,0
Distance,0 : 54,0,0,0,1,0,0,0,1,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,1 : 27,0,0,0,0,0,0,0,0,0,0
Distance,0 : 28,0,0,0,0,0,0,0,0,0,0
Distance,0 : 34,0,0,0,0,0,0,0,0,0,0
Distance,0 : 48,0,0,0,0,0,0,0,0,0,0
Distance,0 : 36,0,0,0,0,0,0,0,0,0,0
Distance,0 : 37,0,0,0,0,0,0,1,0,0,0
Distance,0 : 26,0,0,0,0,0,0,0,0,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,1 : 9,0,0,0,0,0,0,0,0,0,0
Distance,0 : 41,0,0,3,1,0,0,0,1,0,0
Distance,3 : 4,3,0,0,1,0,0,3,1,0,0
